bandgap_energy_ev,formation_energy_ev_natom,id
1.598053291552669,0.19764294222338785,1
3.732462989016591,0.06337526939878375,2
3.528138772803153,0.1529344311065333,3
3.021033040749573,0.028913179872851382,4
1.6118046961012693,0.13699149282822612,5
4.406875205268024,0.07888208794744322,6
3.2373658751657453,0.06990271442571143,7
2.1154578493891285,0.121718507587828,8
2.634354795898601,0.06899359602142398,9
3.002824057650274,0.24420860247003598,10
1.9475600700183968,0.1881318454851838,11
2.6867579175882335,0.11332785347370802,12
1.0004623192843134,0.3339215380436821,13
1.8834783273431326,0.16821688274193008,14
0.975683525354372,0.061390196940097334,15
3.61475004013166,0.2674458217224326,16
1.7382810556056218,0.1988346248635641,17
2.357229985783735,0.21202174074092317,18
1.29474946439262,0.38726791936473026,19
1.4145073072911059,0.1885975042691127,20
1.868249115353917,0.0888367000856627,21
2.898146300806862,0.15557403455007607,22
1.7269658201994718,0.17020633067151508,23
3.1143115149705562,0.17537994498355133,24
2.569811726549474,0.03047419851268512,25
0.9567332149375204,0.14930785861105142,26
1.3569257213111863,0.25109448088592956,27
1.8863433678551278,0.21062194015926997,28
1.1681513722372736,0.1188361346203215,29
1.9205161949498526,0.2259596582401412,30
1.1155808768082516,0.2451385899839256,31
1.9437115282982222,0.14394472190497978,32
1.5291885792972346,0.11467038885947411,33
1.7786906550928598,0.16883708620373558,34
0.9520743696437618,0.037785377095554844,35
0.8236906772144629,0.21297828587894438,36
3.6460528593150503,0.15412948963391895,37
1.4778663095889593,0.14795386700531882,38
1.9953240946226518,0.2496260129350039,39
3.4063950428890863,0.10660384910894027,40
3.9178797785329462,0.06151853031929849,41
3.2415923051605837,0.15732353642380795,42
3.9178797785329462,0.06151853031929849,43
1.394095765346174,0.19608074508577433,44
0.5957511815728891,0.30981235785306976,45
3.899876469223392,0.030998984603619804,46
1.8643804488212605,0.20059242834772478,47
1.9012762416603222,0.258833723178632,48
3.4590414592413588,0.22100028128961421,49
1.1905885895399433,0.12149837644815138,50
2.0814814610976784,0.13731056680261794,51
1.6157925212449733,0.09535189215568184,52
1.5554029208823306,0.23790236368812004,53
2.825366472725053,0.25681548086477163,54
2.7731261277067936,0.12352375664817425,55
